0.425,0.775,-0.95,-0.05,0.8,1.8
2.3820573,-1.732438,-1.704855,-1.26479,1.883484,0
2.5468708,-1.60854,-1.44365,-1.74608,4.660817,0
4.1556396,-1.70487,-1.70484,-1.209921,1.6086514,0
4.15561943,-1.71851,-1.3543426,-1.691183,4.6882685,0
2.7737909,-2.35111,-0.769943,-1.484917,1.608631,0
2.773857,-2.199702,-0.522359,-2.296041,4.6883362,0
3.82554234,-2.33722,-0.80428,-1.4298051,1.581155,0
3.82565,-2.14473,-0.481206,-2.54128,4.688416,0
0.425,0.775,0.05,0.95,0.8,1.8
2.010787,-1.464146,1.739275,-1.93176,4.82578547,0
2.11393695,-1.43666,1.354283,-1.423074,1.60864222,0
3.7223992,-1.450573,1.7116366,-1.863017,4.68836748,0
3.681303066,-1.51926735,1.450456593,-1.43670969,1.608509612,0
2.464541,-0.735655,0.666898,-1.61538,4.6883989,0
2.46441069,-0.8456364,0.350562993,-0.790528,1.608509612,0
3.5162044,-0.88671,0.9487116,-1.78053,4.6882511,0
3.495548,-1.09309,0.6393343,-0.684762,1.5811468,0
