2.68474,-0.74419,-2.3771,-1.591304,2.37073,0.9902
2.6961437,-0.7173778,-2.538556,-1.45661,3.9493383,-0.611964
3.889994,-1.77728,-1.934575,-1.00049,2.549125,-0.20176
3.8204408,-1.58814,-1.614607,-1.5096548,3.528016,-0.03998
2.803854,-2.27275,-1.6638,-0.77563,2.9687,0.052733
2.836833,-1.97554,-1.126209,-1.610451,3.495077,-0.2554
3.451935,-2.650406,-0.982635,-0.968819,2.999443,-0.03128
3.4906282,-2.61146,-0.239268,-1.74526,3.6198883,-0.465444
2.48088,-1.2052,2.09952,-2.46521,3.424479,-0.12706
2.5088729,-1.52924389,1.3330217,-1.37456,2.931965,-0.7833
3.408659752,-2.372257,2.301428,-1.500027,4.090623,-0.11524068
4.51030308,-2.9026214,2.179913,-0.848057,2.7665967,1.344513
2.8255,-0.219769,0.761017,-2.11199,2.9168683,-0.6442523
2.71488061,-0.40084,0.1229143,-1.3057585,2.4821693,0.465368
3.4712,-0.85319,1.680609,-1.919757,3.141554157,0
3.3814226,-1.098196,1.229951,-1.702595,2.51092546,-0.6720639
